Result Number,Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
1412,LE07_L1TP_142029_20021205_20170127_01_T1,LE71420292002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 029,2017/01/27,2002:339:04:37:47.0169374,2002:339:04:38:14.1111875,SGS - Svalbard  Norway,Day,41,41,41,4,4.205,3.074,2.869,9,N,LPGS_12.8.3,FULL,20.74570219,160.84017963,,,ETM_L1TP,ETM,DEFINITIVE,14401,15821,7201,7911,7201,7911,UTM,45,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'36.00"N,88°44'12.84"E,45°35'03.48"N,87°49'31.80"E,45°14'01.68"N,90°13'23.16"E,43°57'58.68"N,87°16'53.76"E,43°37'31.80"N,89°36'54.72"E,44.61,88.7369,45.5843,87.8255,45.2338,90.2231,43.9663,87.2816,43.6255,89.6152,LE07_L1TP_142029_20021205_20170127_01_T1,LE71420292002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420292002339SGS00
1413,LE07_L1TP_142037_20021205_20170127_01_T1,LE71420372002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 037,2017/01/27,2002:339:04:40:58.1219375,2002:339:04:41:25.2162500,SGS - Svalbard  Norway,Day,2,2,168,4,4.325,2.728,3.356,9,N,LPGS_12.8.3,FULL,30.59964233,156.10902883,,,ETM_L1TP,ETM,DEFINITIVE,14481,15941,7241,7971,7241,7971,UTM,45,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'40.80"N,85°10'44.04"E,34°08'06.36"N,84°23'00.24"E,33°50'18.96"N,86°25'12.72"E,32°30'22.68"N,83°57'19.08"E,32°12'54.36"N,85°57'18.00"E,33.178,85.1789,34.1351,84.3834,33.8386,86.4202,32.5063,83.9553,32.2151,85.955,LE07_L1TP_142037_20021205_20170127_01_T1,LE71420372002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420372002339SGS00
1414,LE07_L1TP_142038_20021205_20170128_01_T1,LE71420382002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 038,2017/01/28,2002:339:04:41:22.0371875,2002:339:04:41:49.1315000,SGS - Svalbard  Norway,Day,1,1,190,4,4.745,2.747,3.869,9,N,LPGS_12.8.3,FULL,31.80913794,155.46074133,,,ETM_L1TP,ETM,DEFINITIVE,14481,15981,7241,7991,7241,7991,UTM,45,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'34.80"N,84°47'16.80"E,32°41'49.92"N,84°00'16.20"E,32°24'19.44"N,86°00'30.24"E,31°04'02.28"N,83°35'04.20"E,30°46'50.16"N,85°33'14.04"E,31.743,84.788,32.6972,84.0045,32.4054,86.0084,31.0673,83.5845,30.7806,85.5539,LE07_L1TP_142038_20021205_20170128_01_T1,LE71420382002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420382002339SGS00
1415,LE07_L1TP_142039_20021205_20170128_01_T1,LE71420392002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 039,2017/01/28,2002:339:04:41:45.8801875,2002:339:04:42:12.9745000,SGS - Svalbard  Norway,Day,1,1,131,4,4.917,3.022,3.879,9,N,LPGS_12.8.3,FULL,33.0072806,154.79404837,,,ETM_L1TP,ETM,DEFINITIVE,14461,15981,7231,7991,7231,7991,UTM,45,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'25.20"N,84°24'20.16"E,31°15'45.72"N,83°38'02.76"E,30°58'31.44"N,85°36'27.00"E,29°37'57.72"N,83°13'15.60"E,29°21'00.36"N,85°09'44.28"E,30.307,84.4056,31.2627,83.6341,30.9754,85.6075,29.6327,83.221,29.3501,85.1623,LE07_L1TP_142039_20021205_20170128_01_T1,LE71420392002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420392002339SGS00
1416,LE07_L1TP_142040_20021205_20170127_01_T1,LE71420402002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 040,2017/01/27,2002:339:04:42:09.7954375,2002:339:04:42:36.8896874,SGS - Svalbard  Norway,Day,1,1,150,4,4.155,2.767,3.1,9,N,LPGS_12.8.3,FULL,34.20195929,154.103461,,,ETM_L1TP,ETM,DEFINITIVE,14481,15961,7241,7981,7241,7981,UTM,45,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°52'12.00"N,84°01'55.92"E,29°49'24.96"N,83°16'10.20"E,29°32'26.16"N,85°12'52.20"E,28°11'30.48"N,82°51'51.84"E,27°54'47.52"N,84°46'45.84"E,28.87,84.0322,29.8236,83.2695,29.5406,85.2145,28.1918,82.8644,27.9132,84.7794,LE07_L1TP_142040_20021205_20170127_01_T1,LE71420402002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420402002339SGS00
1417,LE07_L1TP_142043_20021205_20170127_01_T1,LE71420432002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 043,2017/01/27,2002:339:04:43:21.3964999,2002:339:04:43:48.4907500,BKT - Bangkok  Thailand,Day,0,0,161,4,4.12,2.905,2.921,9,N,LPGS_12.8.3,FULL,37.74702451,151.90223763,NA,,ETM_L1TP,ETM,DEFINITIVE,14001,15561,7001,7781,7001,7781,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°32'53.77"N,82°58'53.00"E,25°29'54.60"N,82°14'39.88"E,25°13'35.80"N,84°06'54.86"E,23°51'51.95"N,81°51'35.14"E,23°35'45.71"N,83°42'23.98"E,24.54827,82.98139,25.4985,82.24441,25.22661,84.11524,23.86443,81.85976,23.59603,83.70666,LE07_L1TP_142043_20021205_20170127_01_T1,LE71420432002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420432002339BKT01
1418,LE07_L1TP_142044_20021205_20170127_01_T1,LE71420442002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 044,2017/01/27,2002:339:04:43:45.3116875,2002:339:04:44:12.4060000,BKT - Bangkok  Thailand,Day,0,0,222,4,9.514,9.055,2.918,9,N,LPGS_12.8.3,FULL,38.9057334,151.101322,NA,,ETM_L1TP,ETM,DEFINITIVE,14001,15561,7001,7781,7001,7781,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,23°06'29.20"N,82°38'03.30"E,24°03'21.24"N,81°54'14.62"E,23°47'13.52"N,83°45'13.14"E,22°25'18.12"N,81°31'30.94"E,22°09'22.03"N,83°21'09.90"E,23.10811,82.63425,24.0559,81.90406,23.78709,83.75365,22.4217,81.52526,22.15612,83.35275,LE07_L1TP_142044_20021205_20170127_01_T1,LE71420442002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420442002339BKT01
1419,LE07_L1TP_142045_20021205_20170128_01_T1,LE71420452002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 045,2017/01/28,2002:339:04:44:09.2269374,2002:339:04:44:36.3211874,BKT - Bangkok  Thailand,Day,0,0,209,4,3.556,2.593,2.433,9,N,LPGS_12.8.3,FULL,40.05354061,150.26637494,NA,,ETM_L1TP,ETM,DEFINITIVE,14021,15581,7011,7791,7011,7791,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,21°40'01.45"N,82°17'30.95"E,22°36'47.70"N,81°34'09.05"E,22°20'50.32"N,83°23'56.98"E,20°58'39.76"N,81°11'38.11"E,20°42'53.03"N,83°00'12.67"E,21.66707,82.29193,22.61325,81.56918,22.34731,83.39916,20.97771,81.19392,20.71473,83.00352,LE07_L1TP_142045_20021205_20170128_01_T1,LE71420452002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420452002339BKT01
1420,LE07_L1TP_142046_20021205_20170127_01_T1,LE71420462002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 046,2017/01/27,2002:339:04:44:33.0699375,2002:339:04:45:00.1641250,BKT - Bangkok  Thailand,Day,1,1,230,4,3.539,1.938,2.961,9,N,LPGS_12.8.3,FULL,41.18592429,149.39774321,NA,,ETM_L1TP,ETM,DEFINITIVE,14021,15581,7011,7791,7011,7791,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,20°13'30.72"N,81°57'15.12"E,21°10'25.32"N,81°14'18.56"E,20°54'37.37"N,83°03'01.55"E,19°32'17.34"N,80°52'06.17"E,19°16'39.36"N,82°39'41.87"E,20.2252,81.9542,21.1737,81.23849,20.91038,83.05043,19.53815,80.86838,19.2776,82.66163,LE07_L1TP_142046_20021205_20170127_01_T1,LE71420462002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420462002339BKT01
1421,LE07_L1TP_142047_20021205_20170127_01_T1,LE71420472002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 047,2017/01/27,2002:339:04:44:56.9850624,2002:339:04:45:24.0793125,BKT - Bangkok  Thailand,Day,0,0,239,4,3.615,2.142,2.912,9,N,LPGS_12.8.3,FULL,42.30908203,148.48713954,NA,,ETM_L1TP,ETM,DEFINITIVE,14041,15581,7021,7791,7021,7791,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,18°46'59.30"N,81°37'15.35"E,19°43'47.10"N,80°54'40.50"E,19°28'08.00"N,82°42'23.76"E,18°05'36.92"N,80°32'40.60"E,17°50'06.50"N,82°19'22.30"E,18.78314,81.62093,19.72975,80.91125,19.46889,82.7066,18.09359,80.54461,17.83514,82.32286,LE07_L1TP_142047_20021205_20170127_01_T1,LE71420472002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420472002339BKT01
1422,LE07_L1TP_142048_20021205_20170128_01_T1,LE71420482002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 048,2017/01/28,2002:339:04:45:20.9003124,2002:339:04:45:47.9944999,BKT - Bangkok  Thailand,Day,7,7,134,4,4.018,2.679,2.994,9,N,LPGS_12.8.3,FULL,43.41808129,147.53473158,NA,,ETM_L1TP,ETM,DEFINITIVE,14041,15621,7021,7811,7021,7811,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,17°20'24.07"N,81°17'30.55"E,18°17'07.33"N,80°35'13.92"E,18°01'36.01"N,82°22'02.57"E,16°38'55.75"N,80°13'28.16"E,16°23'32.86"N,81°59'20.98"E,17.34002,81.29182,18.28537,80.5872,18.02667,82.36738,16.64882,80.22449,16.39246,81.98916,LE07_L1TP_142048_20021205_20170128_01_T1,LE71420482002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420482002339BKT01
1423,LE07_L1TP_142049_20021205_20170127_01_T1,LE71420492002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 049,2017/01/27,2002:339:04:45:44.8154374,2002:339:04:46:11.9096875,BKT - Bangkok  Thailand,Day,18,40,134,4,3.906,2.82,2.703,9,N,LPGS_12.8.3,FULL,44.51209664,146.53656689,NA,,ETM_L1TP,ETM,DEFINITIVE,14041,15601,7021,7801,7021,7801,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,15°53'48.44"N,80°57'58.14"E,16°50'26.02"N,80°15'58.82"E,16°35'02.08"N,82°01'57.79"E,15°12'12.13"N,79°54'20.81"E,14°56'55.43"N,81°39'29.27"E,15.89679,80.96615,16.84056,80.26634,16.58391,82.03272,15.20337,79.90578,14.94873,81.65813,LE07_L1TP_142049_20021205_20170127_01_T1,LE71420492002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420492002339BKT01
1424,LE07_L1TP_142050_20021205_20170127_01_T1,LE71420502002339BKT01,2002/12/05,LANDSAT_7,ON,T1,1,SAM, 142, 050,2017/01/27,2002:339:04:46:08.7306249,2002:339:04:46:35.8248749,BKT - Bangkok  Thailand,Day,78,89,45,4,5.011,3.526,3.561,9,N,LPGS_12.8.3,FULL,45.58979624,145.49076344,NA,,ETM_L1TP,ETM,DEFINITIVE,14061,15641,7031,7821,7031,7821,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,14°27'09.07"N,80°38'35.34"E,15°23'42.90"N,79°56'52.19"E,15°08'25.40"N,81°42'06.26"E,13°45'27.76"N,79°35'25.12"E,13°30'16.85"N,81°19'54.01"E,14.45252,80.64315,15.39525,79.94783,15.14039,81.70174,13.75771,79.59031,13.50468,81.33167,LE07_L1TP_142050_20021205_20170127_01_T1,LE71420502002339BKT01,https://earthexplorer.usgs.gov/browse-link/12267/LE71420502002339BKT01
1425,LE07_L1TP_142051_20021205_20170128_01_T1,LE71420512002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 051,2017/01/28,2002:339:04:46:32.7181249,2002:339:04:46:59.8123750,SGS - Svalbard  Norway,Day,87,89,47,4,5.112,2.505,4.456,9,N,LPGS_12.8.3,FULL,46.62685288,144.36320231,,,ETM_L1TP,ETM,DEFINITIVE,14061,15641,7031,7821,7031,7821,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,13°00'46.80"N,80°17'29.76"E,13°57'21.24"N,79°35'59.64"E,13°42'09.00"N,81°20'33.72"E,12°19'06.96"N,79°14'41.64"E,12°04'00.48"N,80°58'35.40"E,13.013,80.2916,13.9559,79.5999,13.7025,81.3427,12.3186,79.2449,12.0668,80.9765,LE07_L1TP_142051_20021205_20170128_01_T1,LE71420512002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420512002339SGS00
1426,LE07_L1TP_142052_20021205_20170128_01_T1,LE71420522002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 052,2017/01/28,2002:339:04:46:56.6333125,2002:339:04:47:23.7275624,SGS - Svalbard  Norway,Day,82,72,88,4,4.356,2.884,3.265,9,N,LPGS_12.8.3,FULL,47.66755437,143.21197979,,,ETM_L1TP,ETM,DEFINITIVE,14041,15641,7021,7821,7021,7821,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,11°34'04.80"N,79°58'26.40"E,12°30'37.80"N,79°17'09.96"E,12°15'30.60"N,81°01'08.04"E,10°52'21.00"N,78°55'59.16"E,10°37'18.84"N,80°39'21.96"E,11.568,79.974,12.5105,79.2861,12.2585,81.0189,10.8725,78.9331,10.6219,80.6561,LE07_L1TP_142052_20021205_20170128_01_T1,LE71420522002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420522002339SGS00
1427,LE07_L1TP_142053_20021205_20170128_01_T1,LE71420532002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 053,2017/01/28,2002:339:04:47:20.5485000,2002:339:04:47:47.6426874,SGS - Svalbard  Norway,Day,79,62,67,4,5.024,2.949,4.068,9,N,LPGS_12.8.3,FULL,48.68766776,142.00284568,,,ETM_L1TP,ETM,DEFINITIVE,14041,15661,7021,7831,7021,7831,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,10°07'22.80"N,79°39'29.88"E,11°03'51.84"N,78°58'26.04"E,10°48'49.32"N,80°41'53.16"E,9°25'36.12"N,78°37'22.08"E,9°10'37.56"N,80°20'18.96"E,10.123,79.6583,11.0644,78.9739,10.8137,80.6981,9.4267,78.6228,9.1771,80.3386,LE07_L1TP_142053_20021205_20170128_01_T1,LE71420532002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420532002339SGS00
1428,LE07_L1TP_142054_20021205_20170127_01_T1,LE71420542002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 054,2017/01/27,2002:339:04:47:44.4636250,2002:339:04:48:11.5578749,SGS - Svalbard  Norway,Day,57,52,60,4,3.961,2.803,2.799,9,N,LPGS_12.8.3,FULL,49.68325975,140.72766075,,,ETM_L1TP,ETM,DEFINITIVE,14041,15641,7021,7821,7021,7821,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,8°40'37.20"N,79°20'42.72"E,9°37'06.60"N,78°39'49.32"E,9°22'08.04"N,80°22'49.08"E,7°58'48.36"N,78°18'46.80"E,7°43'53.40"N,80°01'21.36"E,8.677,79.3452,9.6185,78.6637,9.3689,80.3803,7.9801,78.313,7.7315,80.0226,LE07_L1TP_142054_20021205_20170127_01_T1,LE71420542002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420542002339SGS00
1429,LE07_L1TP_142055_20021205_20170127_01_T1,LE71420552002339SGS00,2002/12/05,LANDSAT_7,ON,T1,1,, 142, 055,2017/01/27,2002:339:04:48:08.3788124,2002:339:04:48:35.4729999,SGS - Svalbard  Norway,Day,45,59,15,4,4.223,2.476,3.421,9,N,LPGS_12.8.3,FULL,50.6573234,139.39251922,,,ETM_L1TP,ETM,DEFINITIVE,14061,15681,7031,7841,7031,7841,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,7°13'51.60"N,79°01'59.52"E,8°10'19.56"N,78°21'13.32"E,7°55'24.24"N,80°03'50.40"E,6°32'01.68"N,78°00'16.92"E,6°17'09.96"N,79°42'33.48"E,7.231,79.0332,8.1721,78.3537,7.9234,80.064,6.5338,78.0047,6.2861,79.7093,LE07_L1TP_142055_20021205_20170127_01_T1,LE71420552002339SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71420552002339SGS00
1430,LE07_L1GT_119025_20021204_20170127_01_T2,LE71190252002338HIJ00,2002/12/04,LANDSAT_7,ON,T2,1,SAM, 119, 025,2017/01/27,2002:338:02:14:02.6825624,2002:338:02:14:29.7770000,HIJ - Hiroshima  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,15.90629651,163.23484376,NA,,ETM_L1GT,ETM,DEFINITIVE,15181,16461,7591,8231,7591,8231,UTM,52,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,50°16'24.92"N,126°30'17.39"E,51°15'39.71"N,125°30'44.42"E,50°52'10.60"N,128°10'48.79"E,49°39'05.47"N,124°52'07.68"E,49°16'23.23"N,127°27'06.37"E,50.27359,126.50483,51.26103,125.51234,50.86961,128.18022,49.65152,124.8688,49.27312,127.45177,LE07_L1GT_119025_20021204_20170127_01_T2,LE71190252002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190252002338HIJ00
1431,LE07_L1GT_119026_20021204_20170127_01_T2,LE71190262002338HIJ00,2002/12/04,LANDSAT_7,ON,T2,1,SAM, 119, 026,2017/01/27,2002:338:02:14:26.5256875,2002:338:02:14:53.6201249,HIJ - Hiroshima  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,17.16340831,162.64832925,NA,,ETM_L1GT,ETM,DEFINITIVE,14421,15761,7211,7881,7211,7881,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,48°51'31.64"N,125°54'52.81"E,49°50'40.34"N,124°56'38.98"E,49°27'52.67"N,127°32'12.95"E,48°13'57.76"N,124°19'52.25"E,47°51'53.60"N,126°50'41.93"E,48.85879,125.91467,49.84454,124.94416,49.46463,127.53693,48.23271,124.33118,47.86489,126.84498,LE07_L1GT_119026_20021204_20170127_01_T2,LE71190262002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190262002338HIJ00
1432,LE07_L1TP_119027_20021204_20170128_01_T1,LE71190272002338HIJ00,2002/12/04,LANDSAT_7,ON,T1,1,SAM, 119, 027,2017/01/28,2002:338:02:14:50.4409999,2002:338:02:15:17.5354999,HIJ - Hiroshima  Japan,Day,100,100,12,4,11.018,4.381,10.11,9,N,LPGS_12.8.3,FULL,18.42118465,162.06643009,NA,,ETM_L1TP,ETM,DEFINITIVE,14441,15801,7221,7901,7221,7901,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°26'31.63"N,125°21'05.26"E,48°25'18.16"N,124°24'04.50"E,48°03'09.11"N,126°55'26.29"E,46°48'28.73"N,123°48'49.10"E,46°26'59.71"N,126°15'46.15"E,47.44212,125.35146,48.42171,124.40125,48.05253,126.92397,46.80798,123.81364,46.44992,126.26282,LE07_L1TP_119027_20021204_20170128_01_T1,LE71190272002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190272002338HIJ00
1433,LE07_L1TP_119028_20021204_20170127_01_T1,LE71190282002338HIJ00,2002/12/04,LANDSAT_7,ON,T1,1,SAM, 119, 028,2017/01/27,2002:338:02:15:14.2841874,2002:338:02:15:41.3785625,HIJ - Hiroshima  Japan,Day,59,59,34,4,10.15,8.4,5.698,9,N,LPGS_12.8.3,FULL,19.67303116,161.49579683,NA,,ETM_L1TP,ETM,DEFINITIVE,14441,15821,7221,7911,7221,7911,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'22.04"N,124°48'43.60"E,47°00'05.87"N,123°52'55.67"E,46°38'32.14"N,126°20'23.35"E,45°23'08.16"N,123°19'06.89"E,45°02'11.80"N,125°42'27.83"E,46.02279,124.81211,47.00163,123.88213,46.64226,126.33982,45.3856,123.31858,45.03661,125.70773,LE07_L1TP_119028_20021204_20170127_01_T1,LE71190282002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190282002338HIJ00
1434,LE07_L1TP_119029_20021204_20170128_01_T1,LE71190292002338HIJ00,2002/12/04,LANDSAT_7,ON,T1,1,SAM, 119, 029,2017/01/28,2002:338:02:15:38.1995000,2002:338:02:16:05.2940000,HIJ - Hiroshima  Japan,Day,18,18,80,4,4.372,3.225,2.952,9,N,LPGS_12.8.3,FULL,20.92584612,160.92600432,NA,,ETM_L1TP,ETM,DEFINITIVE,14461,15841,7231,7921,7231,7921,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'05.87"N,124°17'42.14"E,45°34'30.18"N,123°22'58.62"E,45°13'29.64"N,125°46'47.50"E,43°57'26.42"N,122°50'24.18"E,43°37'00.52"N,125°10'22.94"E,44.60163,124.29504,45.57505,123.38295,45.2249,125.77986,43.95734,122.84005,43.61681,125.17304,LE07_L1TP_119029_20021204_20170128_01_T1,LE71190292002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190292002338HIJ00
1435,LE07_L1TP_119030_20021204_20170127_01_T1,LE71190302002338EDC01,2002/12/04,LANDSAT_7,ON,T1,1,, 119, 030,2017/01/27,2002:338:02:16:02.1149374,2002:338:02:16:29.2093124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,65,65,72,4,4.028,2.866,2.831,9,N,LPGS_12.8.3,FULL,22.16029143,160.33554486,,,ETM_L1TP,ETM,DEFINITIVE,14481,15881,7241,7941,7241,7941,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,43°11'09.60"N,123°46'23.88"E,44°09'25.20"N,122°52'45.48"E,43°48'54.00"N,125°13'11.28"E,42°32'13.92"N,122°21'18.36"E,42°12'15.12"N,124°38'09.60"E,43.186,123.7733,44.157,122.8793,43.815,125.2198,42.5372,122.3551,42.2042,124.636,LE07_L1TP_119030_20021204_20170127_01_T1,LE71190302002338EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE71190302002338EDC01
1436,LE07_L1GT_119031_20021204_20170127_01_T2,LE71190312002338EDC01,2002/12/04,LANDSAT_7,ON,T2,1,, 119, 031,2017/01/27,2002:338:02:16:25.9580625,2002:338:02:16:53.0525000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,80,80,-1,-1,,,,9,N,LPGS_12.8.3,FULL,23.40223903,159.76549141,,,ETM_L1GT,ETM,DEFINITIVE,14481,15901,7241,7951,7241,7951,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,123°17'37.32"E,42°43'52.68"N,122°24'59.40"E,42°23'50.28"N,124°42'15.48"E,41°06'38.52"N,121°54'37.80"E,40°47'06.00"N,124°08'33.00"E,41.761,123.2937,42.7313,122.4165,42.3973,124.7043,41.1107,121.9105,40.785,124.1425,LE07_L1GT_119031_20021204_20170127_01_T2,LE71190312002338EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE71190312002338EDC01
1437,LE07_L1GT_119032_20021204_20170128_01_T2,LE71190322002338HIJ00,2002/12/04,LANDSAT_7,ON,T2,1,SAM, 119, 032,2017/01/28,2002:338:02:16:49.8011875,2002:338:02:17:16.8956875,HIJ - Hiroshima  Japan,Day,98,99,-1,-1,,,,9,N,LPGS_12.8.3,FULL,24.65610872,159.21283332,NA,,ETM_L1GT,ETM,DEFINITIVE,14501,15921,7251,7961,7251,7961,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°19'35.98"N,122°51'18.11"E,41°17'42.18"N,121°59'38.83"E,40°58'07.39"N,124°13'56.60"E,39°40'19.38"N,121°30'13.57"E,39°21'12.46"N,123°41'24.07"E,40.32666,122.85503,41.29505,121.99412,40.96872,124.23239,39.67205,121.50377,39.35346,123.69002,LE07_L1GT_119032_20021204_20170128_01_T2,LE71190322002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190322002338HIJ00
1438,LE07_L1GT_119033_20021204_20170127_01_T2,LE71190332002338HIJ00,2002/12/04,LANDSAT_7,ON,T2,1,SAM, 119, 033,2017/01/27,2002:338:02:17:13.7165625,2002:338:02:17:40.8111249,HIJ - Hiroshima  Japan,Day,100,99,-1,-1,,,,9,N,LPGS_12.8.3,FULL,25.89385906,158.62946094,NA,,ETM_L1GT,ETM,DEFINITIVE,14481,15901,7241,7951,7241,7951,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°53'53.70"N,122°24'25.88"E,39°51'44.17"N,121°33'36.22"E,39°32'34.08"N,123°45'07.88"E,38°14'18.10"N,121°05'06.72"E,37°55'34.25"N,123°13'43.54"E,38.89825,122.40719,39.86227,121.56006,39.5428,123.75219,38.23836,121.0852,37.92618,123.22876,LE07_L1GT_119033_20021204_20170127_01_T2,LE71190332002338HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190332002338HIJ00
